country,year,elect_vio,gdp_pc,wdi_pop,quota_ord,quota_bi,quota_place,quota_thresh,civil_lib,wom_married15,lag_ev
Central African Republic,2021,1,NA,NA,0,0,NA,NA,0.419,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Niger,2020,1,NA,NA,1,1,0,14,0.654,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,0,NA,NA,0,0,NA,NA,0.432,NA,1
Niger,2020,1,NA,NA,1,1,0,14,0.654,NA,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Cameroon,2020,0,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Ghana,2020,0,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,0
Niger,2020,1,NA,NA,1,1,0,14,0.654,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Ghana,2020,0,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,0
Ghana,2020,0,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,0
Ghana,2020,0,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,0
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Ghana,2020,0,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,0
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,0
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Niger,2020,1,NA,NA,1,1,0,14,0.654,NA,1
Liberia,2020,0,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,0
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,0
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Niger,2020,1,NA,NA,1,1,0,14,0.654,NA,1
Malawi,2020,0,628.699481965162,19377061,0,0,NA,NA,0.775,NA,1
Cameroon,2020,1,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,0
Angola,2020,0,1603.99347745326,33428486,1,1,0,30,0.568,NA,0
Egypt,2020,1,3398.80143153083,107465134,0,0,NA,25,0.471,NA,NA
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Cameroon,2020,1,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Zimbabwe,2020,1,1372.69667433317,15669666,4,1,0,22.2,0.723,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Cameroon,2020,1,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Cameroon,2020,1,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Cameroon,2020,1,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Cameroon,2020,1,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Zimbabwe,2020,1,1372.69667433317,15669666,4,1,0,22.2,0.723,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,0
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,0
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,NA
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Cape Verde,2020,0,NA,NA,2,1,0,50,0.851,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Angola,2020,1,1603.99347745326,33428486,1,1,0,30,0.568,NA,0
Angola,2020,1,1603.99347745326,33428486,1,1,0,30,0.568,NA,1
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,0
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,1
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,0
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Cameroon,2020,1,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Burkina Faso,2020,1,833.244342636324,21522626,2,1,0,30,0.552,NA,0
Guinea,2020,0,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,0
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Senegal,2020,0,1490.20313694645,16436120,3,1,1,50,0.798,NA,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Senegal,2020,0,1490.20313694645,16436120,3,1,1,50,0.798,NA,0
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Kenya,2020,0,1936.42458891104,51985780,4,1,1,15.1,0.624,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Guinea,2020,0,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Egypt,2020,1,3398.80143153083,107465134,0,0,NA,25,0.471,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,0
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
South Africa,2020,0,5741.64312911877,58801927,0,0,NA,NA,0.769,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Seychelles,2020,1,12808.9874683728,98462,0,0,NA,NA,0.882,NA,NA
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Somalia,2020,0,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,0
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Senegal,2020,1,1490.20313694645,16436120,3,1,1,50,0.798,NA,0
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Guinea,2020,1,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Cape Verde,2020,0,NA,NA,2,1,0,50,0.851,NA,0
Cape Verde,2020,0,NA,NA,2,1,0,50,0.851,NA,0
Cape Verde,2020,0,NA,NA,2,1,0,50,0.851,NA,0
Cape Verde,2020,0,NA,NA,2,1,0,50,0.851,NA,0
Cape Verde,2020,1,NA,NA,2,1,0,50,0.851,NA,0
Cape Verde,2020,1,NA,NA,2,1,0,50,0.851,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Zimbabwe,2020,0,1372.69667433317,15669666,4,1,0,22.2,0.723,NA,1
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Somalia,2020,0,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Zimbabwe,2020,1,1372.69667433317,15669666,4,1,0,22.2,0.723,NA,0
Uganda,2020,0,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,0
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Uganda,2020,0,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Libya,2020,0,7568.04201096325,6653942,3,1,1,50,0.23,NA,0
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Tanzania,2020,1,NA,NA,4,1,0,30.5,0.667,NA,1
Uganda,2020,0,846.767201292225,44404611,4,1,0,27.4,0.439,NA,0
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,0
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Cameroon,2020,0,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,1
Ghana,2020,0,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,0
Cameroon,2020,0,1539.13055856256,26491087,0,0,NA,NA,0.625,NA,0
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Uganda,2020,0,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,0
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Liberia,2020,1,597.529691893048,5087584,0,0,NA,NA,0.745,5.8,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Guinea,2020,0,1073.65933709951,13205153,1,1,1,30,0.244,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Libya,2020,1,7568.04201096325,6653942,3,1,1,50,0.23,NA,0
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Libya,2020,0,7568.04201096325,6653942,3,1,1,50,0.23,NA,1
Libya,2020,1,7568.04201096325,6653942,3,1,1,50,0.23,NA,0
Libya,2020,1,7568.04201096325,6653942,3,1,1,50,0.23,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Libya,2020,1,7568.04201096325,6653942,3,1,1,50,0.23,NA,1
Libya,2020,0,7568.04201096325,6653942,3,1,1,50,0.23,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,1,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,0
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,1
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,0
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,0
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,0
Uganda,2020,1,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Libya,2020,0,7568.04201096325,6653942,3,1,1,50,0.23,NA,0
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Somalia,2020,0,416.217774718244,16537016,4,1,0,30,0.202,16.8,0
Ivory Coast,2020,1,NA,NA,0,0,NA,NA,0.683,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,1
Togo,2020,0,897.194575433309,8442580,1,1,0,50,0.725,NA,NA
Togo,2020,1,897.194575433309,8442580,1,1,0,50,0.725,NA,0
Togo,2020,0,897.194575433309,8442580,1,1,0,50,0.725,NA,1
Togo,2020,1,897.194575433309,8442580,1,1,0,50,0.725,NA,0
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Ivory Coast,2020,0,NA,NA,0,0,NA,NA,0.683,NA,0
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Uganda,2020,0,846.767201292225,44404611,4,1,0,27.4,0.439,NA,1
Mali,2020,0,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Namibia,2020,1,4251.17276622988,2489098,0,0,NA,NA,0.783,NA,0
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,0
Kenya,2020,0,1936.42458891104,51985780,4,1,1,15.1,0.624,NA,0
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Central African Republic,2020,0,NA,NA,0,0,NA,NA,0.432,NA,1
Malawi,2020,1,628.699481965162,19377061,0,0,NA,NA,0.775,NA,0
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,0
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,0
Central African Republic,2020,1,NA,NA,0,0,NA,NA,0.432,NA,1
Somalia,2020,0,416.217774718244,16537016,4,1,0,30,0.202,16.8,0
Malawi,2020,1,628.699481965162,19377061,0,0,NA,NA,0.775,NA,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,0
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Ghana,2020,1,2176.57945945697,32180401,0,0,NA,NA,0.876,NA,1
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Nigeria,2020,0,2074.61392802438,208327405,0,0,NA,NA,0.716,NA,0
Benin,2020,1,1237.94929535039,12643123,0,0,NA,NA,0.898,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Malawi,2020,1,628.699481965162,19377061,0,0,NA,NA,0.775,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Somalia,2020,1,416.217774718244,16537016,4,1,0,30,0.202,16.8,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Niger,2020,1,NA,NA,1,1,0,14,0.654,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Malawi,2020,0,628.699481965162,19377061,0,0,NA,NA,0.775,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Benin,2020,1,1237.94929535039,12643123,0,0,NA,NA,0.898,NA,1
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Mali,2020,0,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,0
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Burundi,2020,1,216.826741341377,12220227,4,1,1,30,0.266,NA,1
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Mali,2020,0,822.906143972366,21224040,3,1,0,30,0.525,NA,1
Mali,2020,0,822.906143972366,21224040,3,1,0,30,0.525,NA,0
Mali,2020,0,822.906143972366,21224040,3,1,0,30,0.525,NA,0
Mali,2020,0,822.906143972366,21224040,3,1,0,30,0.525,NA,0
Mali,2020,1,822.906143972366,21224040,3,1,0,30,0.525,NA,0
